Time	X-ray (ID 01) / Impulse Imp	X-ray (ID 01) / Voltage U	X-ray (ID 01) / Current I	X-ray (ID 01) / Detector angle θ_d	X-ray (ID 01) / Crystal angle θ_c
t/s	Imp/# / s	U/kV	I/mA	θ_d/°	θ_c/°

1342.00	17	35.0	1.00	144.2	72.1
1344.00	12	35.0	1.00	144.4	72.2
1346.00	20	35.0	1.00	144.6	72.3
1348.00	17	35.0	1.00	144.8	72.4
1350.00	18	35.0	1.00	145.0	72.5
1352.00	22	35.0	1.00	145.2	72.6
1354.00	15	35.0	1.00	145.4	72.7
1356.00	17	35.0	1.00	145.6	72.8
1358.00	13	35.0	1.00	145.8	72.9
1360.00	14	35.0	1.00	146.0	73.0
1362.00	15	35.0	1.00	146.2	73.1
1364.00	17	35.0	1.00	146.4	73.2
1366.00	15	35.0	1.00	146.6	73.3
1368.00	15	35.0	1.00	146.8	73.4
1370.00	17	35.0	1.00	147.0	73.5
1372.00	16	35.0	1.00	147.2	73.6
1374.00	16	35.0	1.00	147.4	73.7
1376.00	21	35.0	1.00	147.6	73.8
1378.00	15	35.0	1.00	147.8	73.9
1380.00	18	35.0	1.00	148.0	74.0
1382.00	18	35.0	1.00	148.2	74.1
1384.00	13	35.0	1.00	148.4	74.2
1386.00	15	35.0	1.00	148.6	74.3
1388.00	18	35.0	1.00	148.8	74.4
1390.00	18	35.0	1.00	149.0	74.5
1392.00	15	35.0	1.00	149.2	74.6
1394.00	16	35.0	1.00	149.4	74.7
1396.00	18	35.0	1.00	149.6	74.8
1398.00	15	35.0	1.00	149.8	74.9
1400.00	16	35.0	1.00	150.0	75.0
